༄༅༅། །རྒྱ་གར་སྐད་དུ། ཨཱརྱ་ཨ་ཛཱ་ཏ་ཤ་ཏྲུ་ཀཽ་ཀྲྀཏྟྱ་བི་ནོ་ད་ན་ནཱ་མ་མ་ཧཱ་ཡཱ་ན་སཱུ་ཏྲ། བོད་སྐད་དུ།
འཕགས་པ་མ་སྐྱེས་དགྲའི་འགྱོད་པ་བསལ་བ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ། ||| The Noble Great Vehicle Sūtra Eliminating Ajātaśatru’s Remorse
ཤེས་རབ་ཀྱི་གཟི་བརྗིད་དང་ལྡན་པ། ||| His insight is resplendent.
རྫུ་འཕྲུལ་གྱི་བྱིན་གྱིས་རློབ་པ་ལ་མཁས་པ་ཡིན་ཏེ། ||| He is skilled in the art of miraculous consecration.
དེ་ནི་འདོད་ན་ཟན་ཆང་གཅིག་གིས་ཀྱང་། ||| If he wishes, he can feed all beings in the great trichiliocosm with a single serving of food and drink.
སྟོང་གསུམ་གྱི་སྟོང་ཆེན་པོའི་འཇིག་རྟེན་གྱི་ཁམས་སུ་གཏོགས་པའི་སེམས་ཅན་ཐམས་ཅད་འགྲངས་པར་བྱེད་མཁས་ན་བརྒྱད་ཁྲི་ཉིས་སྟོང་ལ་ལྟ་ཅི་སྨོས་ཏེ། ||| So what need we say of eighty-two thousand people?
རྒྱལ་པོ་ཆེན་པོ་མི་དགར་མ་བྱེད་ཅིག ། ||| Great King, do not be displeased.
ཐམས་ཅད་ལ་ཁྱེད་པར་འོང་ངོ་། ||| There will be enough for everyone.
།དེ་ཅིའི་ཕྱིར་ཞེ་ན། ||| Why is this?
རྒྱལ་པོ་ཆེན་པོ་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པའི་སྦྱིན་པའི་ཐབས་ནི་ཟད་མི་ཤེས་སོ། ||| Great King, Mañjuśrī Kumārabhūta’s skill in giving is limitless.”
།དེ་ནས་རྒྱལ་པོ་མ་སྐྱེས་དགྲས་ཚིག་དེ་ཐོས་པ་དང་། ||| When King Ajātaśatru heard this, he became happy and delighted.
དགའ་མགུ་རངས་རབ་ཏུ་དགའ་ཞིང་དགའ་བ་དང་ཡིད་བདེ་བ་སྐྱེས་ནས་ཡང་ཤིན་ཏུ་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་ལ་སྟོན་པའི་འདུ་ཤེས་ཀྱིས་བཀུར་སྟི་བྱེད་པར་གྱུར་ཏོ། ། ||| Filled with joy, happiness, and delight, he venerated Mañjuśrī Kumārabhūta as a teacher.
དེ་ནས་རྒྱལ་པོ་མ་སྐྱེས་དགྲ་བདག་གི་འགྲོ་བ་དང་འཁོར་དང་བཅས་ཏེ། མེ་ཏོག་དང་། དྲི་དང་། ཕྲེང་བ་དང་། བྱུག་པ་དང་། ཕྱེ་མ་ཐོགས་ནས་གཡོག་དང་བཅས་པས་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་བསུ་བའི་ཕྱིར་ཕྱི་རོལ་དུ་བྱུང་ནས། ||| King Ajātaśatru, along with his people, his retinue, and his servants, then went outside to greet Mañjuśrī Kumārabhūta bearing flowers, incense, garlands, ointments, and fragrant powders.
དེས་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་ལ་མཆོད་པ་བྱས་ཏེ། སླར་བདག་གི་ཁྱིམ་དུ་སོང་ངོ་། ||| They offered these things to Mañjuśrī Kumārabhūta and returned to the palace.
།དེ་ནས་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་འཁོར་དང་བཅས་ཏེ། རྒྱལ་པོ་མ་སྐྱེས་དགྲའི་ཁང་པ་ག་ལ་བ་དེར་དོང་སྟེ་ཕྱིན་པ་དང་ནང་དུ་དོང་ངོ་། ||| Mañjuśrī Kumārabhūta and his assembly also proceeded to King Ajātaśatru’s home and went inside.
།ནང་དུ་ཕྱིན་པ་དང་། གྲོང་ཁྱེར་ན་གནས་པ་ཐམས་ཅད་ཀྱང་མཆོད་པའི་ལས་ལ་བརྩོན་པར་གྱུར་ཏོ། ||| Everyone in the city, whether they had gone inside the palace or remained outside, exerted themselves in worship.
།ཡང་དེའི་ཚེ་ན་བྱང་ཆུབ་སེམས་དཔའི་འཁོར་དེར་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཀུན་ཏུ་གཟིགས་པ་ཞེས་བྱ་བ་ཞིག་འདུས་པར་གྱུར་ཏོ། ||| Among the assembly of bodhisattvas at that time was a bodhisattva great being named Samantadarśin.
།དེ་ནས་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཀུན་ཏུ་གཟིགས་པ་ལ་འདི་སྐད་ཅེས་སྨྲས་སོ། །རིགས་ཀྱི་བུ་ཁྱོད་ཀྱིས་འཁོར་གྱི་གནས་བཀོད་པ་བྱའོ། ||| Mañjuśrī Kumārabhūta addressed this bodhisattva great being Samantadarśin, “Noble son, please arrange a place for the assembly to sit.
།དེའི་དུས་ལ་བབ་པར་ཤེས་པར་གྱིས་ཤིག ། ||| Know that the time has come.”
དེ་ནས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཀུན་ཏུ་གཟིགས་པས་རྒྱལ་པོ་མ་སྐྱེས་དགྲའི་ཁབ་ཀྱི་གཡས་གཡོན་དུ་བལྟས་པ་དང་། བལྟས་མ་ཐག་ཏུ་རྒྱལ་པོ་མ་སྐྱེས་དགྲའི་ཁབ་ཏུ་འཁོར་གྱི་གནས་བྱུང་སྟེ། ||| The bodhisattva great being Samantadarśin looked to the right and left of King Ajātaśatru’s palace, and within King Ajātaśatru’s palace there immediately appeared a place where the assembly could sit.
དར་གྱི་ལྡ་ལྡི་མང་པོ་ནི་བཏགས། ||| The place was adorned with many silken streamers and draped with canopies.
བླ་རེ་ནི་བྲེས། གདུགས་དང་། རྒྱལ་མཚན་དང་བ་དན་ནི་བསྒྲེང་། ||| Parasols, banners, and standards were raised.
མེ་ཏོག་སིལ་མས་ནི་བཀང་ཞིང་ལག་མཐིལ་བཞིན་དུ་མཉམ་པ་དང་། ཡངས་ཤིང་རྒྱ་ཆེ་བར་གྱུར་ཏོ། ||| It was filled with flower petals that were even like the palm of one’s hand, and it was vast and extensive.
།ཡང་དེའི་ཚེ་ན་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཆོས་ལས་མངོན་པར་འཕགས་པ་ཞེས་བྱ་བ་ཞིག །བྱང་ཆུབ་སེམས་དཔའི་འཁོར་དེར་འདུས་པར་གྱུར་ཏོ། ||| At that time there was also a bodhisattva great being named Elevated by the Dharma among the bodhisattva assembly.
།དེ་ནས་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པས། བྱང་ཆུབ་སེམས་དཔའ་ཆོས་ལས་མངོན་པར་འཕགས་པ་བོས་ཏེ་འདི་སྐད་ཅེས་སྨྲས་སོ། །རིགས་ཀྱི་བུ་ཁྱོད་ཀྱིས་སྟན་གདིང་བར་གྱིས་ཤིག ། ||| Mañjuśrī Kumārabhūta called out to this bodhisattva Elevated by the Dharma, “Noble son, please lay out seats.”
དེ་ནས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཆོས་ལས་མངོན་པར་འཕགས་པས་དེའི་ཚེ་སེ་གོལ་གྱི་སྒྲ་བྱས་པ་དང་། ||| Then, with a snap of his fingers, the bodhisattva Elevated by the Dharma caused forty-two thousand seats to appear within the assembly place.
དེ་ནས་དེའི་ཚེ་འཁོར་གྱི་གནས་དེ་ནས་སྟན་རྣམ་པ་སྣ་ཚོགས་པ་བལྟ་ན་སྡུག་པ། གོས་དུ་མས་གཡོགས་པ་བཞི་ཁྲི་ཉིས་སྟོང་མངོན་པར་བྱུང་བར་གྱུར་ཏོ། ||| The seats were beautiful and covered with myriad fabrics.
།དེ་ནས་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་སྟན་བཏིང་བ་དེ་ལ་འདུག་པ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་དེ་དག་དང་། ཉན་ཐོས་ཆེན་པོ་དེ་དག་ཀྱང་སྟན་དེ་དག་ལ་ཅི་རིགས་པར་འཁོད་དོ། ||| Mañjuśrī Kumārabhūta then sat down on a seat that had been laid out for him, and the bodhisattva great beings and great hearers likewise sat down on their respective seats.
།དེ་ནས་རྒྱལ་པོ་མ་སྐྱེས་དགྲས་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་སྟན་ལ་འདུག་པར་ཤེས་ནས་འདི་སྐད་ཅེས་གསོལ་ཏོ། །འཇམ་དཔལ་འབྲས་ཆན་སླད་མ་གྲོལ་གྱི་བར་དུ་ཅུང་ཟད་ཅིག་གཞེས་ཤིག ། ||| Seeing that Mañjuśrī Kumārabhūta was seated, King Ajātaśatru said, “Mañjuśrī, please wait a little until the food has been prepared.”
འཇམ་དཔལ་གྱིས་སྨྲས་པ། རྒྱལ་པོ་ཆེན་པོ་ཐམས་ཅད་ལ་ཆོག་པར་འགྱུར་གྱིས་བྱ་བ་ཉུང་ངུ་གྱིས་ཤིག ། ||| Mañjuśrī replied, “Great King, there will be enough for everyone, so there is no need to prepare much.”
དེ་ནས་རྒྱལ་པོ་ཆེན་པོ་བཞི་དཔུང་དང་བཅས་འཁོར་དང་བཅས་ཏེ། འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པའི་མཆོད་པའི་ལས་ལ་བརྩོན་པར་གྱུར་ཏོ། ། ||| Then the Four Great Kings along with their armies and retinues exerted themselves in the veneration of Mañjuśrī Kumārabhūta.
བརྒྱ་བྱིན་ལྷའི་དབང་པོ་ཡང་ཆུང་མ་དང་། ལྷའི་བུ་མོ་དང་། དེ་མ་ཡིན་པའི་ལྷ་དང་། ལྷ་མ་ཡིན་གྱི་བུ་མོ་དག་དང་བཅས་ཏེ། ཨ་ཀ་རུ་དང་། ཙན་དན་གྱི་ཕྱེ་མས་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་དང་། ཉན་ཐོས་ཐམས་ཅད་ལ་གཏོར་ཀྱང་སྐྱེས་བུ་དམ་པ་དེ་དག་ནི་སྤོས་ཀྱི་འདུ་ཤེས་དང་། ལྷའི་བུ་མོའི་འདུ་ཤེས་སུ་སྐྱེད་པ་མི་བྱེད་དོ། ||| Śakra, lord of the gods, along with his wives and goddesses, as well as other gods and female asuras, scattered aloeswood and sandalwood incense powder on all the bodhisattvas and hearers. Yet the sublime beings did not entertain any thoughts regarding the incense or the goddesses.
།ཚངས་པ་མི་མཇེད་ཀྱི་བདག་པོ་ཡང་ཁྱེའུའི་གཟུགས་སུ་བསྒྱུར་ཏེ། ||| Brahmā, lord of the Sahā world, took on the guise of a child.
གཡག་རྔའི་རྡུལ་ཡབ་ཐོགས་ནས་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པའི་གཡས་ལོགས་ན་གཡོབ་ཅིང་འདུག་པར་གྱུར་ཏོ། ||| Holding a yak tail fan, he stood to the right of Mañjuśrī Kumārabhūta, fanning him.
